family_income_category,parent_education_level,prior_academic_performance,school_resources_rating,distance_to_school_km,transportation_access,special_education_needs,language_barrier,family_support,peer_influence,extracurricular_participation,school_climate,attendance_rate,dropout_probability
Wealthy,Less than HS,,Fair,1.8866837237347496,Car,Mild,Minor,Low,Neutral,Some,Excellent,83.87994434195602,
Wealthy,Less than HS,1.7562973068773233,Good,8.0088486544094,Car,Mild,Major,High,Positive,Some,Poor,97.14869363064398,0.07660314384649225
Below Poverty,,2.0259088131593117,Excellent,13.68881633383018,Bus,None,Minor,None,Positive,None,Excellent,96.73499991118928,0.627503919674595
Middle Class,Graduate,2.7640305004478267,Fair,17.77395423819894,Bus,Severe,Minor,Low,Positive,Active,Toxic,97.21435899629523,0.26988469455039965
Low Income,Bachelor,3.3114339812546167,Excellent,2.076064871038552,None,Mild,None,None,Positive,Active,Good,93.4524413772762,0.32251134230274936
Low Income,Some College,3.3614627263555894,,6.654076514036451,Bus,Severe,Major,None,Negative,Some,Excellent,62.53533987983397,0.609988526718049
Upper Middle,High School,2.0736032562244704,Poor,,Bus,Mild,Major,High,Neutral,Active,Toxic,58.07134767462212,0.22913957439400934
Upper Middle,Less than HS,3.0018811861860115,Excellent,11.458097584442774,Walk,Mild,None,High,Neutral,None,Fair,61.214195923156666,0.12061572069979565
Middle Class,High School,,Excellent,9.116764984387764,Bus,Mild,Minor,None,Neutral,Active,Good,75.7077957178474,0.1771797915216411
Wealthy,Bachelor,1.998963188585408,Poor,22.13188327931307,Car,None,Major,Moderate,Neutral,Active,Good,97.93130505738284,0.15822212130983027
Middle Class,Less than HS,2.841069917359614,Poor,13.269794230238727,None,None,Minor,High,Neutral,Active,Fair,87.12532056722935,0.23972240550985824
Low Income,Graduate,2.147042106037249,Good,20.69890779567115,None,None,None,High,Neutral,Some,Toxic,98.45675871051223,0.7046040551086585
Middle Class,Graduate,3.0570992978459683,Excellent,23.760232622820336,Bus,None,Major,None,Neutral,Active,Poor,76.15801189532779,0.054344662183323456
Below Poverty,High School,2.2084732849771793,Good,12.427822115117605,Bus,Mild,Minor,Low,Neutral,None,Fair,87.38012462240744,0.06842169835924705
Upper Middle,High School,3.1977887357464105,Excellent,5.038602689469514,Walk,Moderate,Major,None,Neutral,Some,Fair,,0.49217523193856516
Upper Middle,Graduate,3.7629278045135277,,14.907854675401214,Walk,Moderate,Major,High,Positive,Some,Excellent,63.82061863818025,0.06413097970986714
Low Income,Some College,,Poor,3.203505971865863,Car,Mild,Minor,High,Neutral,None,Excellent,60.82389550153737,0.40402405440801925
Low Income,High School,2.1935124591524398,Poor,11.964030545596856,,Severe,Major,High,Neutral,None,Poor,56.24326118669743,0.5785212573798622
Middle Class,High School,2.6670654712466426,Excellent,20.20952745970237,Bus,None,Major,Moderate,Neutral,,Toxic,52.02821971689775,0.6550957260661792
Middle Class,High School,3.0775791968494177,Excellent,17.729228579126616,None,Mild,Minor,None,Negative,Some,Toxic,74.28079978233089,0.40424601363157286
Upper Middle,Less than HS,2.4292604129607334,Poor,16.906073865391512,None,Mild,Minor,Moderate,Negative,Active,Good,70.12635031211906,0.738466720470249
Middle Class,High School,2.4938273611525474,Poor,,Car,Severe,,Moderate,Neutral,Active,Toxic,93.74720000188434,0.8759118420379858
,High School,3.590575957294542,Fair,27.819172281121567,,None,Major,,Neutral,Some,Good,50.71108085612423,0.284043699268159
,Less than HS,3.3259364103899465,Good,14.88386305140555,None,Mild,None,,Negative,Some,Good,55.77843709616541,0.040929221030577834
,Some College,3.7836858818280374,Fair,10.427367975024213,Walk,,None,Moderate,Neutral,None,Fair,62.35750345700431,0.24842468270210505
Middle Class,High School,1.5647565203197167,Good,4.078146569813731,None,Mild,None,Low,Negative,None,Toxic,80.37047574424211,0.47091870825216453
Wealthy,Less than HS,2.634366089936017,Poor,28.398729549118364,Car,Mild,Major,None,Negative,Some,Excellent,86.60628662338095,0.13565375459286666
Upper Middle,Graduate,3.3768249999787434,Poor,28.119573958752266,Walk,Moderate,Minor,High,Positive,Active,Poor,78.87121941932034,0.578037072260641
Middle Class,Some College,1.949715579080395,Fair,16.268418556778194,Walk,None,None,None,Negative,None,Toxic,51.3087648477322,0.6234174532958559
Low Income,Some College,1.9109797088109224,Poor,18.53352320230415,Walk,Severe,Major,None,Positive,Some,Toxic,85.98806110690994,0.7347019546376604
Below Poverty,,3.281697411180083,Fair,3.4986035474473614,Car,Moderate,Major,High,Negative,Active,Good,82.81729183785114,0.07311406587177638
Wealthy,Less than HS,3.122163341987016,Good,13.067517058000828,Car,Mild,Minor,Low,Negative,Active,Toxic,61.559879300518325,0.7724269656876568
Wealthy,Graduate,2.941176539808946,Good,6.167413696494263,Bus,Mild,Minor,None,Positive,Some,Toxic,58.18600902265957,0.4376078675538322
Low Income,Bachelor,3.94287734695816,Fair,14.644199891413807,Car,Severe,Minor,None,Negative,Active,Toxic,67.27889425925471,0.8687296633276693
Below Poverty,Less than HS,2.732323618153404,Good,9.911917263297035,None,Mild,Minor,Moderate,Positive,Active,Good,50.97912147534312,0.5323419860242025
Middle Class,High School,1.5414150439692258,Excellent,21.5258761525129,Bus,Moderate,Major,None,Negative,Active,Fair,59.48606747196965,0.48162862817999363
Low Income,Bachelor,3.6837281393868255,Good,29.6493008147177,Bus,None,None,Moderate,Neutral,Some,Poor,61.731684054559345,0.7189100303192969
Upper Middle,Some College,2.816037302062574,Excellent,16.659108670232783,Bus,Severe,Major,None,Positive,Some,Toxic,72.68446679867962,0.29769809052694296
Middle Class,Bachelor,2.5568601744340755,,6.595270469559257,Walk,Moderate,Major,,Positive,None,Toxic,61.34847559351258,0.11384358620322466
Low Income,Bachelor,,Fair,12.837131830582774,Bus,Mild,Major,Low,Neutral,Active,Toxic,98.8469545822949,0.8727422018347447
Middle Class,,3.5133299099596287,Good,14.515506588777027,Car,None,Major,High,Neutral,None,Excellent,86.70257273652945,0.2990426469962716
Upper Middle,Less than HS,2.7346851444313387,Excellent,19.494676157946454,Bus,,Major,Low,Neutral,Active,Toxic,50.520031686961296,0.5282840984094704
Low Income,Some College,3.609942545631966,Fair,17.032907874381824,Walk,Mild,Major,Low,Neutral,,Poor,63.64777554010854,
Upper Middle,Graduate,3.936224838108653,Poor,26.960015182334402,None,Moderate,None,Moderate,Positive,Active,Excellent,96.37036643398186,0.3976762989741215
Middle Class,Bachelor,2.9704175712900245,Excellent,,Car,Moderate,Major,Moderate,Negative,None,Excellent,51.641822370443464,0.682613210836662
Middle Class,Some College,1.901600963924037,Fair,13.328954703293064,Walk,Mild,Minor,None,,None,Toxic,82.37968130320365,0.29331049695791345
Wealthy,High School,3.0394638120828814,Excellent,6.550842474376534,Bus,Severe,Minor,None,,None,Excellent,82.32453900543658,0.3954023146281114
Upper Middle,Graduate,1.5637083248374646,Excellent,18.73685509193338,Bus,Mild,Minor,None,Negative,None,Poor,87.44615456080885,0.7001774232590173
Low Income,Some College,2.446758588304995,Excellent,20.595711066794564,Bus,Severe,Major,Moderate,Neutral,Active,Fair,,0.3734628734291886
Middle Class,Less than HS,1.8616219086366257,Poor,7.637228487936958,Bus,None,None,Low,Positive,Some,Fair,89.89314429239508,0.5521234462841695
Low Income,High School,2.989276683535752,,28.581013354204018,Walk,None,Minor,Moderate,Negative,None,Toxic,89.82643798091021,
Wealthy,Bachelor,1.7674446635262215,Fair,24.62514318660775,Car,None,None,Moderate,Negative,None,Good,50.693698015957,0.5427855807185024
Upper Middle,High School,1.9687191605557244,,18.881931414326537,Walk,Mild,Major,None,Neutral,None,Poor,87.67294494074308,0.1725637113278582
Below Poverty,Less than HS,2.898906271883219,Poor,28.044212171519288,None,Moderate,Minor,Moderate,Negative,Active,Fair,82.78951663267154,0.8316877081206049
Low Income,High School,,Fair,5.170794470785025,None,Moderate,Minor,Low,Negative,None,Good,90.04837814170273,0.34193254847924714
Middle Class,Less than HS,1.570121075356715,Poor,24.784346494507904,Bus,Severe,Minor,,Positive,Active,Poor,77.1207703106388,0.8404614272222086
Wealthy,Graduate,3.1530893453409434,Poor,1.5291152415034288,Walk,Mild,Minor,High,Neutral,None,Fair,70.48989039122884,0.7012267499579565
Upper Middle,Graduate,3.704226686798507,Poor,15.386199415483604,Bus,Moderate,None,High,Negative,Active,Poor,57.93011207122228,0.10230008194179618
Middle Class,Graduate,2.177608441449386,Good,10.104370972708786,Walk,Mild,None,Low,Negative,Some,Toxic,85.77257321421746,0.4418363109765714
Upper Middle,Less than HS,1.7825061585238284,Excellent,20.299850498733228,Walk,Mild,Minor,Low,Neutral,Active,Toxic,95.85450810809101,0.827971974207128
,Graduate,2.4061304423629326,Good,19.10577987952381,None,None,Minor,High,Negative,Some,Excellent,55.13657011126457,0.4198562695590604
Middle Class,,3.692131666754063,Poor,,None,Moderate,Minor,High,Neutral,None,Toxic,69.01734943416669,0.3037924756142397
Upper Middle,Less than HS,3.3984499843820446,Fair,18.14845144709475,Car,Moderate,Major,,Negative,None,Excellent,97.030481596937,0.175363744612552
Middle Class,Some College,3.1622866148507307,Poor,10.709172685431412,Walk,None,Minor,None,Negative,,Toxic,83.97895387040757,0.8254767337037789
Upper Middle,Less than HS,2.2360203681881496,Excellent,14.389675394427138,Bus,Moderate,Minor,High,Positive,Some,Excellent,81.88160638825681,0.9722920334961834
Wealthy,Graduate,3.167375466860892,Fair,18.57374142734234,Bus,Mild,Minor,Low,Neutral,None,Excellent,95.0086265001022,0.2507436637567254
Middle Class,High School,1.5225870605238367,Poor,6.805994388743614,Car,Moderate,None,Moderate,Neutral,None,Poor,77.17574994675718,0.8214640054785575
Wealthy,Some College,2.2353290532818786,Good,25.448801447909496,None,Mild,None,None,Positive,Active,Fair,74.13340894633406,
Low Income,High School,3.428463680785634,Good,9.495118856738953,Car,None,Major,High,Neutral,Active,Good,99.68457618595849,0.8294828498277274
Upper Middle,Less than HS,,Fair,2.5294984918467494,Car,Mild,None,Low,Negative,Active,Poor,78.61494592968597,0.25617553029327034
,Graduate,1.637657074266113,Fair,14.838139489458548,Bus,Mild,None,Moderate,Neutral,Some,Excellent,95.37064048495006,0.9450004208401989
Below Poverty,Bachelor,2.476523217949287,Fair,5.565014938025506,None,Mild,Minor,High,Negative,Active,Excellent,88.34787215574305,0.8713125146508487
Wealthy,Some College,1.5527628377056977,Good,14.348975008619774,Bus,Severe,Minor,High,,Some,Excellent,77.71356099830015,0.5552323213931797
Upper Middle,High School,2.1731121420930015,,26.015188587019555,None,Mild,Minor,High,Positive,None,Excellent,76.31829867138507,0.23971422062568726
Upper Middle,Bachelor,3.679460052467392,Good,27.467684498861626,None,None,None,High,Positive,None,Poor,80.93161480993116,0.6821758218292115
,High School,3.9895635829629676,Good,11.911446965447848,Walk,None,Major,Low,Negative,Active,Toxic,88.55973707211888,0.9049204317308549
Upper Middle,Bachelor,3.65944990703985,Fair,20.71154543015019,Bus,None,None,Low,Negative,None,Good,74.04231245173492,0.5091037748298606
Below Poverty,Some College,3.625378918644833,Poor,6.516233026963125,None,None,Major,Low,Negative,Active,Poor,86.13476502791798,0.6894094817949592
Wealthy,Bachelor,3.5427605602161707,Good,6.002398947358903,Bus,Severe,Minor,Moderate,Positive,None,Toxic,89.14837693843779,0.29480477149659534
Below Poverty,Bachelor,2.4704927631569573,Good,28.880655143723263,None,Severe,Minor,Low,Neutral,Some,Excellent,82.97835073435589,0.8601570488726945
Low Income,Some College,2.7697817940589626,Good,23.415890697571342,Bus,Severe,None,Low,Neutral,Some,Fair,52.09764252137047,0.7389118047790045
Below Poverty,Less than HS,3.981568943184427,Excellent,4.856151777374878,Walk,Severe,Major,Low,Positive,Active,Good,90.71026196873333,0.8123001187745913
Wealthy,Some College,,Excellent,28.11661426930705,Walk,Severe,Minor,None,Neutral,None,Toxic,65.97622432217965,0.6335844003072354
Below Poverty,High School,2.0938507210361763,Excellent,26.40464618262687,None,Moderate,Minor,None,Negative,None,Toxic,60.16091943492624,0.5366901295333548
,Some College,3.6756706930759133,Excellent,3.2832966522256912,Car,Severe,Major,High,Neutral,Active,Excellent,81.18777865536751,0.22339758381460428
Upper Middle,,2.468784379372094,Fair,17.189771820845053,None,Severe,None,Low,,Active,Fair,83.26957346926444,0.15828486436387745
Middle Class,Graduate,2.556424320933523,Excellent,22.950204178829765,None,None,Major,Moderate,Negative,,Good,69.08014032929103,0.4655117927563267
Below Poverty,High School,3.8874445671955233,Fair,3.251143078863088,Walk,Mild,,Moderate,Negative,Some,Toxic,81.5404246074462,0.4090872000033414
Middle Class,High School,2.6900844988946946,,3.949652960619423,Walk,Moderate,Minor,High,Negative,,Good,75.68076670913867,0.7405447856507885
Middle Class,Less than HS,3.6689005214122985,Fair,9.234806923351606,Car,Moderate,Major,Moderate,Neutral,,Excellent,83.5968154044956,0.17740187085826864
Below Poverty,Graduate,3.678465264544517,Excellent,3.00612468995299,Car,Mild,Minor,High,Neutral,Active,Excellent,75.5077882801916,0.6483779526902193
Middle Class,High School,2.0583990045271587,Poor,20.630225668361252,None,None,None,Low,Positive,Some,Fair,54.9083702843411,0.2774697788888968
Wealthy,Some College,3.748355457203004,Poor,20.423629556034335,Car,None,Major,None,Negative,None,Good,51.47158973699518,0.17903458013186324
Wealthy,Some College,3.5905881701736235,Good,3.3129641794087203,Walk,Mild,None,Moderate,Negative,Some,Good,73.06077902304891,0.44467219889333
Upper Middle,Bachelor,2.9183851425281535,Poor,5.261417183526763,Car,Moderate,,Moderate,Positive,Some,Excellent,53.26354704026193,0.8167777577175555
Upper Middle,Graduate,,Poor,29.702200617884383,Bus,Severe,None,Low,Neutral,Active,Fair,55.88177852445033,0.43528531307787754
Upper Middle,Bachelor,3.271258995901367,Good,4.980132243731536,Car,Severe,None,Low,Negative,Active,Fair,79.5121181326282,0.11222174730229018
Middle Class,High School,3.603739797363113,Fair,29.424329310986487,Bus,Mild,None,High,Neutral,,Poor,93.4519899640078,0.8553269179896402
Upper Middle,Bachelor,2.59276642204998,Excellent,17.713844732832953,None,None,Minor,Moderate,Negative,Some,Poor,85.20822616311872,0.1996826118722016
Upper Middle,Less than HS,1.5496116621044573,Poor,22.869494571025932,Walk,None,Major,Moderate,Positive,None,Fair,80.2018508655321,0.28916184334970596
Middle Class,,3.220539532433323,Poor,26.59488418470657,Walk,Severe,Major,Low,Negative,Active,Poor,90.8557354222553,0.6258037931527545
Low Income,Graduate,2.32537848996617,Excellent,0.5068881069059561,None,Mild,Major,Low,Negative,None,Good,84.55971243512542,0.8508092083159712
Below Poverty,Bachelor,2.438026706746931,Poor,4.079594723687512,Car,Mild,Major,Low,Neutral,Active,Toxic,75.76149570631304,0.9456072762732263
Middle Class,Some College,1.5952459274859825,Poor,7.922618073105241,Walk,,None,None,Negative,None,Poor,92.3417803288333,0.2271767942603412
Upper Middle,Bachelor,3.8656404484536657,Excellent,,Bus,Severe,None,Low,Neutral,None,Fair,67.44681046838082,
Below Poverty,Some College,3.35712582647008,Excellent,2.347251416768603,Car,None,Major,None,Negative,Some,Toxic,66.0224383492072,0.8637670998239046
Below Poverty,Less than HS,1.548133985417196,Excellent,27.860392000580156,Bus,Moderate,Minor,Low,Positive,Active,,93.32461909046512,0.11751787151262139
Middle Class,Bachelor,3.6877801323371067,Good,14.27585281961455,None,Moderate,Major,None,,Some,,52.45798497394226,0.3222681761568913
Wealthy,,1.6680718677034887,Excellent,21.389806274545446,Car,,Major,Low,Neutral,None,Toxic,65.93889665261983,
Middle Class,Graduate,2.8660382635428956,Poor,,Walk,None,Major,Moderate,Neutral,None,Excellent,66.57921679997003,0.6993328654901306
Below Poverty,High School,1.673569795985966,,16.47069087784496,,Severe,Minor,High,Positive,Active,Poor,67.09273227657434,0.8682208645831431
Wealthy,High School,3.5099016592843624,Fair,15.73626299720212,Car,Severe,None,Low,Negative,Active,Excellent,67.0678671921995,0.23329051807690537
,Graduate,2.8336659780997286,Excellent,18.563309980355562,None,Severe,None,Moderate,Negative,Active,Toxic,59.401890334237,0.18679839964457257
,High School,3.954002099005926,Fair,,Walk,Severe,Minor,None,,Active,Fair,73.17031401741838,0.6741672383819389
Middle Class,High School,1.7342121553880339,Excellent,19.280431317767373,None,Mild,,Low,Positive,None,Good,69.42650748935918,0.7249725629698973
Wealthy,High School,2.206054038531339,,25.104092174489026,Car,None,Minor,Low,Neutral,None,Good,78.80612718583501,0.04000275549751886
Below Poverty,Less than HS,3.6071841061137375,Good,14.563916182972386,None,Moderate,Major,Moderate,Neutral,Active,Toxic,76.11906944660274,0.5328942499709529
Below Poverty,Graduate,2.904903612927119,Poor,16.581023629679883,Walk,None,Minor,Moderate,Positive,None,Good,63.79017567968004,0.4217728424899754
Wealthy,Graduate,2.651757403286959,Good,12.763237907623312,None,Mild,Major,None,Positive,Some,Fair,64.45113245027565,0.8564291701862075
Low Income,Some College,2.9943994445627524,Good,8.632362897483322,Car,,,Moderate,Positive,Some,Toxic,73.98454868614607,0.20908251982037185
Upper Middle,Some College,2.187612789217187,Good,5.873581627126755,Bus,Mild,Minor,High,Positive,Some,Toxic,85.23018481039517,0.3022573068446208
Upper Middle,Less than HS,2.4952424829139397,Good,28.32317839210317,Walk,,Major,Moderate,Positive,None,Excellent,,0.32680031187442427
Middle Class,Bachelor,2.2729792337881243,Excellent,26.368878926936077,None,None,None,None,Neutral,Active,Fair,77.66256711878465,0.29849173734770007
Wealthy,Bachelor,3.555780474673943,Poor,20.51989527743409,Walk,Severe,None,High,Positive,Some,,91.55711771797607,0.8976328452696987
Below Poverty,Bachelor,,Excellent,,Car,Moderate,None,Low,Neutral,None,Excellent,,
Below Poverty,,3.527817608265366,Fair,1.2635982964644825,None,Moderate,None,Moderate,Neutral,Active,Fair,,0.8327180283177334
Below Poverty,High School,2.73804559126091,Good,,Walk,None,Major,,Positive,Some,Poor,80.31991564284016,0.839442767092801
Wealthy,Less than HS,2.1596066699425913,Excellent,1.6869206784617987,None,Mild,None,Moderate,Positive,Active,Toxic,88.33407554104252,0.5789644820357924
Below Poverty,Less than HS,3.5239429966200557,Poor,20.937811101023087,None,Mild,Major,,Positive,,Good,74.50824544399687,0.6259562712759771
Middle Class,Graduate,2.3054203232515613,Fair,28.800090621231355,Car,Severe,,High,Positive,None,,83.85272776366853,0.0952932617953075
Below Poverty,Graduate,2.6782012891367115,Poor,17.740921503763232,None,Severe,Minor,High,Negative,Some,Toxic,99.67818582549789,0.3130371784016288
Low Income,Less than HS,2.614199820521542,Excellent,7.6393669187188475,Car,Moderate,Major,Low,Negative,Some,Poor,94.69353220592296,0.6157781429792465
Below Poverty,Bachelor,1.842635570402602,Fair,2.188578030270363,Walk,Mild,Major,None,Positive,Active,Fair,76.99220286778053,0.792219894123357
Low Income,Less than HS,3.3692230746948058,Poor,5.720121761857217,Walk,Moderate,Major,None,Neutral,Active,Poor,93.26623503517939,0.04086333039288781
Wealthy,High School,2.2817152172452144,Excellent,9.302732118982577,Bus,None,Major,High,Positive,None,Toxic,50.32485899257916,0.8907317696396353
Upper Middle,High School,2.368237957043337,Fair,10.099249502233501,Walk,None,Major,Moderate,Positive,Active,Good,54.79886615129616,0.34658773435875423
,Bachelor,1.539430263350817,Poor,11.063346196263172,Bus,Mild,None,High,Neutral,None,Fair,98.37416913262665,0.8445108575463225
Low Income,Less than HS,2.9697081115424604,Good,21.563025089126835,None,Severe,Major,None,Negative,Some,Toxic,69.70445680917376,0.3882396872506879
Upper Middle,High School,1.7166499403129454,Fair,15.628887092545632,None,Mild,Major,High,Negative,Some,Excellent,71.85957060916594,0.1836835262714619
Middle Class,Bachelor,3.870038260924018,Poor,12.380814654460385,Walk,Moderate,Major,None,Negative,Some,Good,55.479136674698914,0.6661992714218209
Upper Middle,Bachelor,3.8771399465150163,Good,2.549379579376626,None,,Minor,High,Neutral,Active,Poor,70.00264007115292,0.6318364934738158
Low Income,Less than HS,3.4837643856994793,Excellent,26.304657142518163,Walk,Severe,None,Low,Neutral,Active,Toxic,,0.8291436574739394
Middle Class,Less than HS,3.4341373506180215,Fair,10.285933011992787,Bus,None,None,Moderate,Negative,Active,Poor,72.9439998976733,0.8074056203451846
Below Poverty,Bachelor,2.4983531430680657,Fair,29.82253354586389,Walk,None,Major,None,Neutral,Some,Poor,55.65386533321644,0.542204110568397
Low Income,Graduate,,Poor,9.154884876647344,Walk,None,Major,High,Negative,Some,Fair,94.08496772171321,0.23735212828451846
Wealthy,Less than HS,1.5913309550221517,,5.4102005613524495,Car,Moderate,,Low,Neutral,Active,Excellent,92.51301323781391,0.15265368793737544
Wealthy,Bachelor,2.25426108142638,Excellent,24.866959379283045,,Moderate,None,Low,Positive,Active,Toxic,67.19500857552161,0.23088288840321292
Middle Class,High School,1.9064994748973036,Poor,22.507304419031723,Walk,Severe,Minor,High,Neutral,Active,Toxic,76.47779886188432,0.8756472388819363
Middle Class,Some College,2.394920635425903,Fair,10.320129546053808,,Moderate,,Low,Positive,Active,Fair,86.63305385867952,0.8215824598546293
Low Income,Graduate,2.533298817462846,Poor,14.717331390728654,None,None,Major,None,Positive,Some,Excellent,92.75621802042564,0.040754909841074105
Middle Class,Less than HS,2.148781286080258,Poor,28.54654562370711,None,Mild,Minor,None,Neutral,Some,Good,98.30751350595497,0.7979072125208081
Middle Class,High School,3.838450523756648,Fair,20.217531342639763,Car,None,None,High,Negative,Active,Good,86.99814703043647,0.03452991585789633
Low Income,Some College,1.9661080252865144,Good,25.841896126228246,Walk,Mild,Minor,None,Negative,Active,Good,54.22592946824737,0.14827546695093796
Upper Middle,High School,2.0138184679422944,Good,18.471608376880194,Car,,None,Low,Positive,Some,Poor,65.638189252708,0.2239346855873482
Below Poverty,High School,2.4958683939785877,Good,27.20425924828074,,Moderate,None,High,Neutral,Active,Good,,0.11236620765373362
Middle Class,Bachelor,2.3320417368310657,Excellent,10.393155703069185,None,Moderate,Major,Moderate,Positive,None,Poor,,0.12883514129742812
Below Poverty,Graduate,1.8797273186008447,Poor,14.630090506277316,Walk,Moderate,,Low,Negative,Active,Excellent,75.41656220607791,0.08139732390878907
Low Income,Bachelor,1.6379681237508523,Poor,10.747471030483483,Walk,None,None,Low,Neutral,Some,Poor,89.54626275246284,0.6728214673862296
Wealthy,High School,2.533587791740887,Fair,16.162693926945764,Bus,Moderate,None,Low,Negative,Some,,77.03970312249102,0.04950964748756048
Low Income,Less than HS,2.649779251629406,Fair,16.544622158726256,None,None,Major,None,Neutral,None,Excellent,99.45009855645097,0.6404068935386169
Upper Middle,Bachelor,2.4062700361265015,Poor,29.36697231033605,None,Severe,Minor,Moderate,,Some,,95.606486803725,0.6364147002435344
Wealthy,High School,3.3522753257615245,Fair,25.050931205977612,Bus,None,Major,,Positive,Active,Toxic,82.79384862181124,0.3460264919903414
Wealthy,Less than HS,3.3935502405365034,Poor,12.9385011354154,,Severe,None,Moderate,Negative,None,Toxic,87.76203190504842,0.33679981648751434
Upper Middle,High School,2.043996948246616,Poor,11.441388052715848,None,Moderate,Major,Low,Positive,Active,Toxic,66.45072553430391,0.10136083706045929
,Some College,1.9124588624275936,Poor,18.68591757865947,Bus,Mild,,Moderate,Positive,None,Excellent,70.29890442321174,0.3699452603183617
Below Poverty,Graduate,3.9964059964863563,Fair,21.407393662202388,Bus,Severe,Minor,High,Positive,Some,Poor,50.207502635411274,0.032012160610875307
Low Income,Bachelor,3.264421401934496,Fair,16.64383200344727,None,Mild,Major,High,Negative,Active,Fair,92.56894291300809,0.4311546815360302
Middle Class,Some College,1.7299596832595605,Good,22.833318109685216,Bus,Moderate,Minor,None,,Some,Good,98.75655154680553,0.9801067460875269
,Bachelor,3.3703171665215677,,14.864603642511074,Car,Moderate,Major,High,Neutral,Some,Fair,65.92898229853674,0.10094060123769388
Wealthy,High School,3.6982594881075372,,5.246404059162576,Car,Moderate,Minor,None,Neutral,Some,Poor,54.38072195996932,0.8900591393036636
Low Income,Some College,1.8131487891482956,Excellent,16.225621201045637,Walk,None,None,None,Negative,Active,Poor,76.44092609021992,0.05031926896219718
Below Poverty,Graduate,2.660040094317239,Good,1.1425761218550725,Car,Moderate,None,Moderate,Negative,Active,Toxic,71.52775165469207,0.7250833262631032
Upper Middle,Some College,,Fair,2.393205490110792,Car,Mild,None,High,Neutral,None,Toxic,57.31091048186511,
Middle Class,Some College,1.7043825296543165,Poor,9.578848171682516,Car,Severe,Major,High,Neutral,None,Poor,83.09562047189092,0.9261281828788093
Wealthy,Less than HS,2.0234018586326368,Poor,24.11802926589762,None,Mild,Major,Low,Negative,,Excellent,86.81917878648203,0.21828752198415835
Low Income,Some College,1.6122795295699583,Fair,5.251477299639326,Car,,Major,Low,Negative,Active,Good,62.4640491572302,0.44272128803699395
Upper Middle,Some College,2.251598425809521,Fair,13.901505797630511,Bus,Mild,Major,High,Negative,Active,Good,89.45621812207764,0.17768352451191538
Low Income,Less than HS,1.587210932046442,Poor,22.73310477019331,None,Severe,None,High,Neutral,None,Fair,70.70738823647869,0.16841737833345682
Below Poverty,High School,3.021386306387069,Poor,9.712153111168583,Walk,None,None,,Positive,Some,Toxic,,0.29592316212872005
Below Poverty,Some College,2.4650157694010484,Good,9.924016197659412,Bus,None,,Moderate,Negative,Some,Toxic,54.658021992785564,0.654089932539384
Low Income,Some College,3.944395336313322,Excellent,29.266749231456984,Car,Moderate,,,Negative,None,Fair,59.75379813534441,0.9472961873295541
Below Poverty,Less than HS,1.6453967625198114,Excellent,28.95539018500123,None,None,Minor,None,Neutral,None,Fair,95.02092235949156,0.8968876098817128
Upper Middle,Graduate,3.416006188820538,Good,22.0944508790689,None,None,Minor,High,Neutral,Some,,73.98679297820274,0.9676226100097106
Wealthy,Graduate,1.6535090167100608,Excellent,27.11380249747325,Car,Mild,None,Low,Positive,Active,Good,99.42322798655249,0.9051309374104438
Middle Class,Bachelor,3.824379639466336,Good,11.904418022913633,None,Mild,Minor,Moderate,Neutral,None,Poor,81.52332555861344,0.17749853132437132
Low Income,Bachelor,2.032677489262297,Poor,5.703218033266799,Walk,None,Minor,High,Positive,Some,Fair,54.75385347138697,0.7800429660677994
Below Poverty,High School,2.357739437238014,Poor,20.568320721697102,None,Mild,Major,,Negative,Some,Fair,82.91773172642979,0.14362821026971284
Middle Class,Bachelor,3.9287019123951397,Good,23.734460024278242,Walk,Mild,None,None,Positive,Active,Poor,56.413855727625105,0.1396280957997902
,Bachelor,3.1529717712039944,Poor,27.010288923926883,None,Mild,Minor,Moderate,Positive,Active,Excellent,,0.7035390726182519
Middle Class,High School,1.806528260351182,Poor,17.141439970564313,Walk,Severe,Major,Moderate,Negative,Active,Good,90.33747625098079,0.5191780153382833
Upper Middle,Bachelor,3.5372041648010066,Excellent,18.19895873516685,Walk,Moderate,None,None,Positive,None,Poor,63.28934235328144,0.5704486337137532
Middle Class,Less than HS,1.5416322015348731,,19.858440230226908,Walk,Moderate,None,High,Negative,None,Excellent,87.22765299129344,0.7964980189552421
Wealthy,Bachelor,2.1960963757379286,,22.854878394821988,None,Severe,,High,Negative,Some,Toxic,86.43888779130477,0.20377784193741755
Low Income,High School,2.639936695142346,Good,29.566079612259294,,Severe,None,None,Negative,Active,Excellent,65.27762832064847,0.3738716280772393
Upper Middle,Graduate,1.7184827404027812,Excellent,20.97392126433089,Car,None,Major,Moderate,Neutral,Active,Good,80.64259873392517,0.13380411807859682
Low Income,Some College,,Good,29.151340975121226,Car,None,Minor,Moderate,Neutral,Some,Toxic,50.52056747001011,0.8885481816089686
Below Poverty,Bachelor,2.909365415252805,Poor,27.005379476602364,None,Severe,Minor,None,Neutral,Some,Toxic,68.70148693123139,0.7709617618424062
Below Poverty,Graduate,1.5590351669693088,Fair,8.202715349373484,Car,Mild,Major,Moderate,Negative,Active,Good,57.739067858615385,0.4516087803441894
Middle Class,Less than HS,3.143632090925353,Fair,25.713617243831568,Walk,Severe,None,Low,Negative,Some,Fair,55.666218545730516,
